   5.00000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       10.0000000       5.00000000    
   0.00000000       4.99776840       6.97206402       7.89941502       8.40612411       8.71759033       8.92632675       9.07526779       9.18656731       9.27269840       9.34118652       9.39683342       9.44284725       9.48145103       9.51423168       9.54235554       9.56669521       9.58792114       9.60655117       9.62299633       9.63758564       9.65058517       9.66221046       9.67264366       9.68203163       9.69050026       9.69815540       9.70508671       9.71137238       9.71707821       9.72226143       9.72697067       9.73125076       9.73513699       9.73866272       9.74185753       9.74474716       9.74735260       9.74969292       9.75178528       9.75364590       9.75528717       9.75671959       9.75795269       9.75899506       9.75985527       9.76053619       9.76104355       9.76137924       9.76154709       9.76154709       9.76137924       9.76104355       9.76053619       9.75985527       9.75899601       9.75795364       9.75671959       9.75528717       9.75364590       9.75178528       9.74969292       9.74735260       9.74474716       9.74185753       9.73866272       9.73513699       9.73125076       9.72697067       9.72226143       9.71707821       9.71137238       9.70508575       9.69815350       9.69049835       9.68202972       9.67264175       9.66220951       9.65058327       9.63758469       9.62299442       9.60654831       9.58791828       9.56669235       9.54235268       9.51422882       9.48144817       9.44284534       9.39683151       9.34118462       9.27269745       9.18656731       9.07526779       8.92632675       8.71759033       8.40612411       7.89941502       6.97206402       4.99776840       0.00000000    
   0.00000000       3.01900864       4.99107218       6.21947241       7.00749016       7.53791142       7.91244888       8.18817520       8.39830399       8.56303978       8.69521141       8.80329895       8.89310455       8.96872330       9.03311920       9.08849239       9.13650417       9.17843533       9.21528530       9.24784756       9.27676010       9.30254173       9.32561493       9.34633064       9.36498070       9.38181210       9.39703274       9.41081905       9.42332458       9.43467903       9.44499588       9.45437241       9.46289349       9.47063351       9.47765636       9.48402119       9.48977757       9.49496841       9.49963188       9.50380325       9.50751114       9.51078224       9.51363754       9.51609612       9.51817513       9.51988792       9.52124596       9.52225685       9.52292633       9.52326107       9.52326107       9.52292633       9.52225685       9.52124596       9.51988792       9.51817513       9.51609612       9.51363754       9.51078224       9.50751209       9.50380421       9.49963284       9.49496841       9.48977757       9.48402119       9.47765636       9.47063351       9.46289349       9.45437241       9.44499588       9.43467903       9.42332363       9.41081715       9.39702988       9.38180923       9.36497879       9.34632874       9.32561302       9.30253983       9.27675915       9.24784565       9.21528149       9.17843151       9.13650131       9.08848953       9.03311634       8.96871948       8.89310074       8.80329514       8.69520855       8.56303787       8.39830399       8.18817425       7.91244793       7.53791094       7.00748968       6.21947289       4.99107265       3.01900864       0.00000000    
   0.00000000       2.08719325       3.75374389       4.97991180       5.86645126       6.51411629       6.99738121       7.36667776       7.65543604       7.88594389       8.07332039       8.22804451       8.35754776       8.46721649       8.56102943       8.64198875       8.71239281       8.77402782       8.82830429       8.87634754       8.91906738       8.95720673       8.99137497       9.02208042       9.04974747       9.07473373       9.09734154       9.11783218       9.13642693       9.15331841       9.16867065       9.18262863       9.19531631       9.20684433       9.21730804       9.22679329       9.23537254       9.24311066       9.25006485       9.25628471       9.26181412       9.26669216       9.27095032       9.27461815       9.27771950       9.28027534       9.28230095       9.28380871       9.28480911       9.28530788       9.28530788       9.28480911       9.28380871       9.28230095       9.28027534       9.27771950       9.27461910       9.27095127       9.26669216       9.26181412       9.25628471       9.25006485       9.24311066       9.23537254       9.22679329       9.21730804       9.20684433       9.19531631       9.18262768       9.16866970       9.15331650       9.13642502       9.11783028       9.09733963       9.07473087       9.04974556       9.02207851       8.99137211       8.95720291       8.91906548       8.87634563       8.82830143       8.77402496       8.71238995       8.64198685       8.56102657       8.46721268       8.35754395       8.22804070       8.07331657       7.88594151       7.65543461       7.36667633       6.99738026       6.51411533       5.86645126       4.97991228       3.75374389       2.08719325       0.00000000    
   0.00000000       1.57602000       2.95679784       4.07997990       4.96428728       5.65472078       6.19628191       6.62571859       6.97081757       7.25197887       7.48407841       7.67800903       7.84182644       7.98156261       8.10179424       8.20604229       8.29704952       8.37697887       8.44755554       8.51016998       8.56595516       8.61584091       8.66059685       8.70086861       8.73719406       8.77003098       8.79976845       8.82674026       8.85123253       8.87349510       8.89373970       8.91215324       8.92889786       8.94411850       8.95793915       8.97047043       8.98180771       8.99203587       9.00123024       9.00945473       9.01676750       9.02322006       9.02885437       9.03370667       9.03781128       9.04119205       9.04387188       9.04586792       9.04719162       9.04785156       9.04785156       9.04719162       9.04586792       9.04387188       9.04119205       9.03781033       9.03370762       9.02885437       9.02322006       9.01676750       9.00945377       9.00122929       8.99203587       8.98180771       8.97047043       8.95793915       8.94411850       8.92889786       8.91215134       8.89373779       8.87349319       8.85123062       8.82673836       8.79976654       8.77002907       8.73719215       8.70086670       8.66059494       8.61583710       8.56595230       8.51016808       8.44755363       8.37697601       8.29704666       8.20603848       8.10179043       7.98155880       7.84182262       7.67800570       7.48407507       7.25197601       6.97081518       6.62571764       6.19628096       5.65472031       4.96428680       4.07997990       2.95679784       1.57602000       0.00000000    
   0.00000000       1.26008892       2.41744757       3.41892195       4.25599670       4.94419861       5.50730610       5.96909809       6.35013533       6.66707420       6.93300438       7.15808582       7.35018444       7.51541090       7.65854025       7.78333473       7.89278364       7.98928213       8.07476807       8.15082169       8.21874142       8.27960300       8.33430481       8.38360023       8.42812729       8.46842575       8.50495911       8.53812695       8.56827068       8.59568787       8.62063789       8.64334488       8.66400528       8.68279266       8.69985962       8.71533966       8.72935009       8.74199486       8.75336266       8.76353455       8.77258110       8.78056526       8.78753757       8.79354477       8.79862404       8.80280972       8.80612755       8.80859756       8.81023693       8.81105423       8.81105423       8.81023693       8.80859756       8.80612755       8.80280972       8.79862404       8.79354477       8.78753757       8.78056526       8.77258110       8.76353455       8.75336266       8.74199486       8.72935104       8.71533966       8.69985962       8.68279266       8.66400337       8.64334297       8.62063599       8.59568596       8.56826782       8.53812408       8.50495720       8.46842384       8.42812538       8.38359833       8.33430290       8.27960014       8.21873856       8.15081978       8.07476616       7.98927927       7.89278030       7.78333139       7.65853643       7.51540709       7.35018110       7.15808296       6.93300152       6.66707182       6.35013342       5.96909666       5.50730515       4.94419765       4.25599575       3.41892147       2.41744733       1.26008892       0.00000000    
   0.00000000       1.04688835       2.03398132       2.92226362       3.69657826       4.35876942       4.91964531       5.39323044       5.79355097       6.13317871       6.42277908       6.67114353       6.88541317       7.07135487       7.23362064       7.37597227       7.50146675       7.61259747       7.71141291       7.79960680       7.87858486       7.94952536       8.01341820       8.07110023       8.12328625       8.17058372       8.21351624       8.25253677       8.28803444       8.32034874       8.34977818       8.37658119       8.40098381       8.42318726       8.44336700       8.46167755       8.47825813       8.49322701       8.50668907       8.51873970       8.52945900       8.53892136       8.54718590       8.55430794       8.56033039       8.56529331       8.56922817       8.57215881       8.57410336       8.57507229       8.57507229       8.57410336       8.57215881       8.56922913       8.56529427       8.56033134       8.55430794       8.54718590       8.53892136       8.52945900       8.51873970       8.50668907       8.49322701       8.47825909       8.46167850       8.44336700       8.42318630       8.40098190       8.37657833       8.34977531       8.32034588       8.28803062       8.25253296       8.21351433       8.17058182       8.12328434       8.07109833       8.01341534       7.94952250       7.87858248       7.79960394       7.71141052       7.61259460       7.50146389       7.37596941       7.23361731       7.07135201       6.88541126       6.67114162       6.42277670       6.13317680       5.79354954       5.39322948       4.91964436       4.35876846       3.69657731       2.92226315       2.03398108       1.04688811       0.00000000    
   0.00000000      0.893482924       1.74932587       2.53957319       3.24928284       3.87465525       4.41927433       4.89062834       5.29765987       5.64931011       5.95378971       6.21829653       6.44897032       6.65097427       6.82861328       6.98546696       7.12451267       7.24822712       7.35867977       7.45760632       7.54646587       7.62649536       7.69874096       7.76409817       7.82333374       7.87710667       7.92598629       7.97046709       8.01097775       8.04789352       8.08154297       8.11221504       8.14016056       8.16560364       8.18874168       8.20974827       8.22877693       8.24596405       8.26142693       8.27527428       8.28759575       8.29847336       8.30797768       8.31616783       8.32309628       8.32880592       8.33333397       8.33670616       8.33894348       8.34005928       8.34005928       8.33894348       8.33670616       8.33333397       8.32880688       8.32309723       8.31616783       8.30797672       8.29847336       8.28759575       8.27527428       8.26142788       8.24596500       8.22877884       8.20974922       8.18874168       8.16560268       8.14015865       8.11221313       8.08154106       8.04789162       8.01097488       7.97046375       7.92598295       7.87710381       7.82333088       7.76409531       7.69873810       7.62649250       7.54646397       7.45760345       7.35867786       7.24822521       7.12451077       6.98546553       6.82861090       6.65097189       6.44896889       6.21829510       5.95378780       5.64930820       5.29765844       4.89062738       4.41927338       3.87465477       3.24928236       2.53957295       1.74932563      0.893482745       0.00000000    
   0.00000000      0.777717471       1.53026581       2.23742008       2.88632488       3.47129464       3.99216723       4.45234871       4.85714912       5.21261120       5.52477455       5.79928207       6.04119778       6.25495815       6.44439030       6.61277103       6.76288891       6.89711666       7.01747227       7.12567139       7.22317839       7.31124687       7.39095116       7.46321678       7.52884293       7.58852148       7.64285469       7.69236660       7.73751593       7.77870512       7.81628752       7.85057402       7.88183928       7.91032600       7.93624783       7.95979595       7.98113823       8.00042343       8.01778221       8.03333282       8.04717445       8.05939770       8.07007980       8.07928848       8.08708000       8.09350109       8.09859371       8.10238743       8.10490417       8.10615921       8.10615921       8.10490322       8.10238743       8.09859371       8.09350204       8.08708000       8.07928848       8.07007980       8.05939674       8.04717445       8.03333282       8.01778316       8.00042439       7.98113918       7.95979595       7.93624687       7.91032410       7.88183689       7.85057163       7.81628418       7.77870226       7.73751307       7.69236326       7.64285135       7.58851814       7.52884007       7.46321392       7.39094830       7.31124449       7.22317600       7.12566900       7.01747036       6.89711475       6.76288700       6.61276913       6.44438839       6.25495529       6.04119587       5.79928017       5.52477264       5.21260929       4.85714769       4.45234728       3.99216652       3.47129393       2.88632464       2.23741984       1.53026545      0.777717233       0.00000000    
   0.00000000      0.687121034       1.35659957       1.99351609       2.58730268       3.13203049       3.62575150       4.06944847       4.46597767       4.81921005       5.13341427       5.41285896       5.66158104       5.88326931       6.08121872       6.25833511       6.41715431       6.55987978       6.68842077       6.80442762       6.90932894       7.00436211       7.09060001       7.16897488       7.24029922       7.30528164       7.36454296       7.41862774       7.46801376       7.51312304       7.55432701       7.59195423       7.62629604       7.65761089       7.68612719       7.71204948       7.73555660       7.75680828       7.77594757       7.79309845       7.80837059       7.82186222       7.83365631       7.84382534       7.85243177       7.85952616       7.86515284       7.86934423       7.87212515       7.87351179       7.87351131       7.87212372       7.86934328       7.86515188       7.85952568       7.85243130       7.84382534       7.83365536       7.82186174       7.80837059       7.79309797       7.77594662       7.75680780       7.73555565       7.71204853       7.68612576       7.65760899       7.62629366       7.59195089       7.55432320       7.51311970       7.46801090       7.41862488       7.36454010       7.30527782       7.24029541       7.16897106       7.09059572       7.00435877       6.90932655       6.80442524       6.68841934       6.55987835       6.41715193       6.25833321       6.08121681       5.88326645       5.66157866       5.41285658       5.13341188       4.81920815       4.46597576       4.06944704       3.62575030       3.13202929       2.58730221       1.99351549       1.35659909      0.687120795       0.00000000    
